mac_client, domain, ip, ip_type 
c4:a3:66:e8:a1:44,pull-f5-gcp01.tiktokcdn.com,/156.59.27.114,IPv6
c4:a3:66:e8:a1:44,pull-f5-gcp01.tiktokcdn.com,/129.227.182.141,IPv6
c4:a3:66:e8:a1:44,pull-f5-gcp01.tiktokcdn.com,/156.59.27.124,IPv6
c4:a3:66:e8:a1:44,pull-f5-gcp01.tiktokcdn.com,/156.59.94.38,IPv6
c4:a3:66:e8:a1:44,pull-f5-gcp01.tiktokcdn.com,/156.59.94.41,IPv6
c4:a3:66:e8:a1:44,pull-f5-gcp01.tiktokcdn.com,/156.59.94.39,IPv6
c4:a3:66:e8:a1:44,pull-f5-gcp01.tiktokcdn.com,/156.59.94.25,IPv6
c4:a3:66:e8:a1:44,pull-f5-gcp01.tiktokcdn.com,/156.59.94.35,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-f16-tt01.fcdn.us.tiktokv.com,/113.171.231.25,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-f16-tt01.fcdn.us.tiktokv.com,/113.171.231.24,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-f77-va01.tiktokcdn.com,/138.199.46.247,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-va01.tiktokcdn.com,/163.171.218.229,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-va01.tiktokcdn.com,/163.171.218.226,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-va01.tiktokcdn.com,/163.171.218.231,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-va01.tiktokcdn.com,/163.171.218.230,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-va01.tiktokcdn.com,/163.171.218.227,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-va01.tiktokcdn.com,/163.171.218.228,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-va01.tiktokcdn.com,/163.171.218.225,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-va01.tiktokcdn.com,/163.171.218.224,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.189,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.122,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/123.30.147.130,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.228,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/123.30.147.132,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.218,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.190,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.58,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.120,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.59,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.220,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.121,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.217,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.227,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.tiktokcdn.com,/43.132.68.226,IPv6
c4:a3:66:e8:a1:44,pull-hls-f58-sg01.tiktokcdn.com,/103.1.211.14,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.217,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.227,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.226,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.189,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.122,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/123.30.147.130,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.228,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/123.30.147.132,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.218,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.190,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.58,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.120,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.59,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.220,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.121,IPv6
c4:a3:66:e8:a1:44,pull-a5-sg01.tiktokcdn.com,/156.59.149.147,IPv6
c4:a3:66:e8:a1:44,pull-a16-tt01.fcdn.us.tiktokv.com,/156.59.149.147,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-l10-sg01.tiktokcdn.com,/49.229.94.41,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-l10-sg01.tiktokcdn.com,/156.59.107.86,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-l10-sg01.tiktokcdn.com,/36.66.3.174,IPv6
d4:9a:a0:52:c9:79,v39-vn.tiktokcdn.com,/14.238.100.241,IPv4
c4:a3:66:e8:a1:44,pull-flv-l16-sg01.tiktokcdn.com,/14.225.20.196,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-sg01.tiktokcdn.com,/14.225.20.201,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-sg01.tiktokcdn.com,/14.225.20.193,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-sg01.tiktokcdn.com,/14.225.20.204,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-sg01.tiktokcdn.com,/14.225.20.197,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-sg01.tiktokcdn.com,/14.225.20.195,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-sg01.tiktokcdn.com,/14.225.20.194,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-sg01.tiktokcdn.com,/14.225.20.203,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-sg01.tiktokcdn.com,/14.225.20.200,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-sg01.tiktokcdn.com,/14.225.20.199,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.226,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.225,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.227,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.224,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.229,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.228,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.230,IPv6
c4:a3:66:e8:a1:44,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.231,IPv6
c4:a3:66:e8:a1:44,pull-w5-sg01.tiktokcdn.com,/156.59.149.142,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-l16-tt01.tiktokcdn-us.com,/113.171.231.25,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-l16-tt01.tiktokcdn-us.com,/113.171.231.40,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-l77-va01.tiktokcdn.com,/138.199.46.247,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt01.tiktokcdn.com,/156.59.94.25,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt01.tiktokcdn.com,/156.59.94.32,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt01.tiktokcdn.com,/156.59.94.24,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.194,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.201,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.195,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.196,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.204,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.193,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.200,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.197,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.203,IPv6
c4:a3:66:e8:a1:44,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.199,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.121,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.217,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.227,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.226,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.189,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.122,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/123.30.147.130,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.228,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/123.30.147.132,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.218,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.190,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.58,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.120,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.59,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.tiktokcdn.com,/43.132.68.220,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt01.fcdn.us.tiktokv.com,/156.59.94.39,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt01.fcdn.us.tiktokv.com,/156.59.94.24,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt01.fcdn.us.tiktokv.com,/156.59.94.34,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.59,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.220,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.121,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.217,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.227,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.226,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.189,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.122,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/123.30.147.130,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.228,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/123.30.147.132,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.218,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.190,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.58,IPv6
c4:a3:66:e8:a1:44,pull-flv-l11-gcp01.ttlivecdn.com,/43.132.68.120,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-f16-tt01.tiktokcdn.com,/113.171.231.25,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-f16-tt01.tiktokcdn.com,/113.171.231.19,IPv6
c4:a3:66:e8:a1:44,pull-q5-va01.tiktokcdn.com,/156.59.149.142,IPv6
98:f4:28:da:bb:03,api22-normal-c-useast2a.tiktokv.com,/34.117.4.5,IPv6
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.59,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.132,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.218,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.217,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.133,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.226,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.224,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/123.30.147.132,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.228,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.227,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/123.30.147.130,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.189,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.120,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.123,IPv4
d4:9a:a0:64:f6:20,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.121,IPv4
c4:a3:66:e8:a1:44,pull-f5-tt02.fcdn.us.tiktokv.com,/147.160.179.32,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt02.fcdn.us.tiktokv.com,/147.160.180.45,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt02.fcdn.us.tiktokv.com,/147.160.181.35,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt02.fcdn.us.tiktokv.com,/147.160.179.36,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt02.fcdn.us.tiktokv.com,/147.160.182.32,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt02.fcdn.us.tiktokv.com,/147.160.182.41,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt02.fcdn.us.tiktokv.com,/147.160.179.35,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt02.fcdn.us.tiktokv.com,/147.160.182.37,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt02.fcdn.us.tiktokv.com,/147.160.182.36,IPv6
c4:a3:66:e8:a1:44,pull-f5-tt02.fcdn.us.tiktokv.com,/147.160.180.42,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-l16-gcp01.tiktokcdn.com,/113.171.231.19,IPv6
c4:a3:66:e8:a1:44,pull-cmaf-l16-gcp01.tiktokcdn.com,/113.171.231.34,IPv6
d4:9a:a0:64:f6:20,pull-cmaf-f16-sg01.tiktokcdn.com,/104.91.68.171,IPv4
d4:9a:a0:64:f6:20,pull-cmaf-f16-sg01.tiktokcdn.com,/104.91.68.163,IPv4
c4:a3:66:e8:a1:44,pull-f5-sg01.tiktokcdn.com,/156.59.149.142,IPv6
c4:a3:66:e8:a1:44,pull-flv-f1-sg01.tiktokcdn.com,/163.171.218.231,IPv6
c4:a3:66:e8:a1:44,pull-flv-f1-sg01.tiktokcdn.com,/163.171.218.229,IPv6
c4:a3:66:e8:a1:44,pull-flv-f1-sg01.tiktokcdn.com,/163.171.218.227,IPv6
c4:a3:66:e8:a1:44,pull-flv-f1-sg01.tiktokcdn.com,/163.171.218.230,IPv6
c4:a3:66:e8:a1:44,pull-flv-f1-sg01.tiktokcdn.com,/163.171.218.228,IPv6
c4:a3:66:e8:a1:44,pull-flv-f1-sg01.tiktokcdn.com,/163.171.218.226,IPv6
c4:a3:66:e8:a1:44,pull-flv-f1-sg01.tiktokcdn.com,/163.171.218.225,IPv6
c4:a3:66:e8:a1:44,pull-flv-f1-sg01.tiktokcdn.com,/163.171.218.224,IPv6
cc:71:90:17:51:11,gecko-sg.tiktokv.com,/113.171.11.80,IPv6
cc:71:90:17:51:11,gecko-sg.tiktokv.com,/113.171.11.64,IPv6
cc:71:90:17:51:11,gecko-sg.tiktokv.com,/113.171.11.67,IPv6
cc:71:90:17:51:11,gecko-sg.tiktokv.com,/113.171.11.59,IPv6
cc:71:90:17:51:11,gecko-sg.tiktokv.com,/113.171.11.58,IPv6
cc:71:90:17:51:11,gecko-sg.tiktokv.com,/113.171.11.72,IPv6
cc:71:90:17:51:11,gecko-sg.tiktokv.com,/113.171.11.57,IPv6
cc:71:90:17:51:11,gecko-sg.tiktokv.com,/113.171.11.75,IPv6
cc:71:90:17:51:11,gecko-sg.tiktokv.com,/113.171.11.74,IPv6
c4:a3:66:e8:a1:44,pull-lls-l11.tiktokcdn.com,/43.132.68.203,IPv6
c4:a3:66:e8:a1:44,pull-lls-l11.tiktokcdn.com,/43.132.68.202,IPv6
c4:a3:66:e8:a1:44,pull-a5-gcp01.tiktokcdn.com,/156.59.149.147,IPv6
98:f4:28:e2:08:d2,pull-a5-sg01.tiktokcdn.com.c.worldfcdn.com,/156.59.149.143,IPv4
98:f4:28:e2:08:d2,push-rtmp-l11.tiktokcdn.livepush.myqcloud.com,/43.132.68.141,IPv4
98:f4:28:e2:08:d2,push-rtmp-l11.tiktokcdn.livepush.myqcloud.com,/43.132.68.143,IPv4
98:f4:28:e2:08:d2,push-rtmp-l11.tiktokcdn.livepush.myqcloud.com,/43.132.68.142,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.218,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.120,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/123.30.147.131,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.226,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.190,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.224,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.189,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/123.30.147.130,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.132,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.123,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.133,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/123.30.147.132,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.228,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.122,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.220,IPv4
98:f4:28:e2:08:d2,pull-a5-gcp01.tiktokcdn.com.c.worldfcdn.com,/156.59.149.148,IPv4
98:f4:28:e1:ec:67,business-api.tiktok.com,/113.171.231.79,IPv6
98:f4:28:e1:ec:67,business-api.tiktok.com,/113.171.231.102,IPv6
98:f4:28:e1:ec:67,business-api.tiktok.com,/113.171.231.116,IPv6
98:f4:28:e1:ec:67,business-api.tiktok.com,/113.171.231.76,IPv6
cc:71:90:17:51:11,api16-normal-c-useast2a.tiktokv.com,/23.40.241.163,IPv6
cc:71:90:17:51:11,api16-normal-c-useast2a.tiktokv.com,/23.40.242.19,IPv6
cc:71:90:17:51:11,api16-normal-c-useast2a.tiktokv.com,/23.40.241.170,IPv6
cc:71:90:17:51:11,api16-normal-c-useast2a.tiktokv.com,/23.40.241.251,IPv6
cc:71:90:17:51:11,api16-normal-c-useast2a.tiktokv.com,/23.40.241.152,IPv6
cc:71:90:17:51:11,api16-normal-c-useast2a.tiktokv.com,/23.40.241.187,IPv6
cc:71:90:17:51:11,api16-normal-c-useast2a.tiktokv.com,/23.40.241.171,IPv6
cc:71:90:17:51:11,api16-normal-c-useast2a.tiktokv.com,/23.40.241.201,IPv6
cc:71:90:17:51:11,api16-normal-c-useast2a.tiktokv.com,/23.40.241.240,IPv6
98:f4:28:e2:08:d2,pull-flv-l77-va01.tiktokcdn.com,/138.199.46.247,IPv4
98:f4:28:e2:08:d2,pull-f5-tt01.tiktokcdn.com,/156.59.94.24,IPv4
98:f4:28:e2:08:d2,pull-f5-tt01.tiktokcdn.com,/156.59.94.25,IPv4
98:f4:28:e2:08:d2,pull-f5-tt01.tiktokcdn.com,/156.59.94.40,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/123.30.147.132,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.228,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.122,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.220,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.218,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.120,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/123.30.147.131,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.226,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.190,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.224,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.189,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/123.30.147.130,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.132,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.123,IPv4
98:f4:28:e2:08:d2,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.133,IPv4
98:f4:28:e2:08:d2,push-rtmp-l16-sg01.tiktokcdn.com,/14.225.240.11,IPv4
98:f4:28:e2:08:d2,push-rtmp-l16-sg01.tiktokcdn.com,/14.225.240.20,IPv4
98:f4:28:e2:08:d2,pull-w5-va01.tiktokcdn.com,/156.59.149.140,IPv4
a4:f4:c2:fb:39:87,pull-f5-gcp01.tiktokcdn.com,/156.59.27.124,IPv4
a4:f4:c2:fb:39:87,pull-f5-gcp01.tiktokcdn.com,/156.59.27.16,IPv4
a4:f4:c2:fb:39:87,pull-f5-gcp01.tiktokcdn.com,/104.166.159.138,IPv4
a4:f4:c2:fb:39:87,pull-f5-gcp01.tiktokcdn.com,/156.59.94.25,IPv4
a4:f4:c2:fb:39:87,pull-f5-gcp01.tiktokcdn.com,/156.59.94.37,IPv4
a4:f4:c2:fb:39:87,pull-f5-gcp01.tiktokcdn.com,/156.59.94.26,IPv4
a4:f4:c2:fb:39:87,pull-f5-gcp01.tiktokcdn.com,/156.59.94.39,IPv4
a4:f4:c2:fb:39:87,pull-f5-gcp01.tiktokcdn.com,/156.59.94.41,IPv4
98:f4:28:e1:ec:67,ads.tiktok.com,/113.171.231.79,IPv6
98:f4:28:e1:ec:67,ads.tiktok.com,/113.171.231.102,IPv6
98:f4:28:e1:ec:67,ads.tiktok.com,/113.171.231.116,IPv6
98:f4:28:e1:ec:67,ads.tiktok.com,/113.171.231.76,IPv6
98:f4:28:e2:08:d2,pull-cmaf-f16-sg01.tiktokcdn.com,/113.171.234.80,IPv4
98:f4:28:e2:08:d2,pull-cmaf-f16-sg01.tiktokcdn.com,/113.171.234.75,IPv4
cc:71:90:17:51:11,v39-dynamic-sgn1.tiktokcdn.com,/14.238.100.242,IPv6
cc:71:90:17:51:11,v39-dynamic-sgn1.tiktokcdn.com,/14.238.100.241,IPv6
cc:71:90:17:51:11,pull-a5-sg01.tiktokcdn.com,/128.14.187.105,IPv6
cc:71:90:17:51:11,pull-a16-tt01.fcdn.us.tiktokv.com,/128.14.187.14,IPv6
98:f4:28:e2:08:d2,pull-cmaf-f16-tt01.tiktokcdn.com,/113.171.234.8,IPv4
98:f4:28:e2:08:d2,pull-cmaf-f16-tt01.tiktokcdn.com,/113.171.234.27,IPv4
cc:71:90:17:51:11,pull-a5-gcp01.tiktokcdn.com,/169.197.123.10,IPv6
cc:71:90:17:51:11,pull-cmaf-l16-tt01.tiktokcdn-us.com,/113.171.234.75,IPv6
cc:71:90:17:51:11,pull-cmaf-l16-tt01.tiktokcdn-us.com,/113.171.234.9,IPv6
98:f4:28:e2:08:d2,pull-cmaf-l10-sg01.tiktokcdn.com.rocket-cdn.com,/49.229.94.41,IPv4
98:f4:28:e2:08:d2,pull-cmaf-l10-sg01.tiktokcdn.com.rocket-cdn.com,/156.59.107.86,IPv4
98:f4:28:e2:08:d2,pull-cmaf-l10-sg01.tiktokcdn.com.rocket-cdn.com,/36.66.3.174,IPv4
cc:71:90:17:51:11,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.132,IPv6
cc:71:90:17:51:11,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.189,IPv6
cc:71:90:17:51:11,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.133,IPv6
cc:71:90:17:51:11,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.58,IPv6
cc:71:90:17:51:11,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.228,IPv6
cc:71:90:17:51:11,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.217,IPv6
cc:71:90:17:51:11,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.123,IPv6
cc:71:90:17:51:11,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.122,IPv6
cc:71:90:17:51:11,pull-flv-l11-sg01.tiktokcdn.com,/123.30.147.131,IPv6
cc:71:90:17:51:11,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.121,IPv6
